Gender,Age,Annual Income (k$),Spending Score (1-100),KMeans_Cluster,DBSCAN_Cluster
Female,49.93784790006133,19.19144277036319,42.52701939734903,1,0
Female,27.02225543267128,119.7678023800792,85.14421426681658,2,-1
Female,58.538288794556706,80.44926644511236,45.80273767587627,1,0
Male,66.44451546678985,51.794184358151384,57.6665761020291,1,-1
Male,44.74061730265263,98.2479138201604,67.83184893923162,2,-1
Female,36.26281198130277,40.84166762312838,78.89915768657184,1,0
Female,28.840460495046212,47.17657086081244,78.25353536019198,2,0
Female,21.28291490619727,78.73488486235925,47.851023425682165,2,0
Female,32.934569795406915,78.12816627951325,9.458466696534261,0,0
Male,57.530974711507966,18.469099662628363,18.382854829516624,0,-1
Female,30.082288263342814,73.012467520574,30.20076645840424,0,0
Female,39.941382484060455,61.511126453000536,45.39099504511112,0,0
Female,22.583798552855768,39.84782954605735,78.14513715788743,2,0
Female,59.44113500410608,120.6548581130168,82.96126080045225,2,-1
Male,27.029172485896417,96.12744190537899,53.174420678244694,2,0
Male,30.86666416993076,100.47290403422564,54.86390263205587,2,0
Female,16.643189114393987,95.48887786364072,57.5919163649022,2,0
Female,18.903404800574545,66.51189644199435,14.112074121927309,0,0
Female,65.17584291678082,61.34240754392624,46.70876205783226,1,0
Male,47.70599628664154,29.891970808716763,87.29539221073166,1,0
Male,46.05417356615846,19.24714611774008,55.35681962415077,1,0
Female,39.90884406041518,18.313540323187997,12.564243085610709,0,0
Male,30.92609010128496,66.29976547346155,58.900597345254624,2,0
Female,23.600112296135446,55.55672796177867,23.101981245697626,0,0
Female,29.969679843320435,54.86710475105133,68.88263989922065,2,0
Female,23.363655571242926,60.03068280867919,4.775186881993883,0,0
Female,47.631668359328934,31.92963833880618,38.83724152473266,0,0
Male,63.517950958109786,62.56378165993061,46.798609834359546,1,0
Female,30.986191740137862,69.41434004897151,40.719232824988715,2,0
Female,60.6630412640942,66.50414367985124,47.096291340710245,1,0
Male,20.974291858726108,60.22865454735938,42.19433455268752,0,0
Female,69.19710075653329,135.659257940217,50.126133798683135,2,-1
Male,19.974055621032775,34.68848849605814,59.43532175006907,0,0
Female,28.64934676417508,93.04651540556792,31.10359053865389,2,0
Female,20.824354144172496,18.841755936143258,18.10793303304738,0,0
Female,58.77074907968672,87.85882432116955,93.74020005515662,1,-1
Female,18.443673421602924,44.32994194755935,0.9505340770939307,0,-1
Male,39.11394687138746,29.277220772117676,33.524996850032046,0,0
Female,19.56850558105854,79.5050667485343,46.96948485925551,2,0
Female,55.56567855916512,26.977902287025945,93.76359217505457,1,-1
Female,35.33146875168401,38.00272119227112,92.24990875189148,1,-1
Male,47.81705974973373,25.970512184678228,31.581256228630387,0,0
Female,49.53757922754347,62.69745795306262,77.05155555440706,1,0
Female,32.261248545418134,17.715477135558928,38.93426981390296,0,0
Female,32.446100238321705,42.12221030086883,54.746348729850496,0,0
Male,59.58775016471293,72.34218805552204,18.71912472085076,1,-1
Male,50.95487099002494,70.93385685386637,88.53006411675912,1,0
Male,56.480223575903345,66.07476325166675,14.963330864813948,0,0
Female,32.72989138349774,92.08281948536245,67.73579869037026,2,0
Female,39.51440662632293,18.142334696737564,47.85772900991058,0,0
Male,31.699079143046944,29.287460195279415,76.1013583761405,1,0
Female,18.644271886381773,69.76244233263962,37.16885285729683,2,0
Female,68.38108575195913,56.566564657540944,17.018756200217453,1,-1
Female,39.38491866215564,113.72557418292347,74.69933593665816,2,-1
Male,52.48462259765214,73.11050686407937,46.61180325283459,1,0
Male,31.573274030200043,18.63423180135387,50.24685858924812,0,0
Male,66.38759862715153,55.34170783836341,4.412419042408511,0,-1
Male,25.487788712314682,63.03975873261941,55.222048507830536,2,0
Male,48.80943525342889,44.35043708789404,15.979534374727098,0,0
Male,54.549364436503765,44.383341562403814,80.24644594475151,1,0
Male,33.11320817802777,80.63014105253478,25.406072176741795,2,0
Female,45.70032134394896,53.935663624896264,90.75487241076293,1,0
Male,34.71962897916388,37.17360846044685,73.37465697051518,1,0
Female,23.568011303562315,73.35202703403037,77.04927360822127,2,0
Female,34.336074386218314,97.03645233536476,58.1009058254568,2,0
Male,31.121252031627822,38.369886707228325,92.11092045386313,1,1
Male,18.89418071440153,60.020545707801254,93.19623545315312,2,-1
Female,36.24902851880353,100.52183054355045,85.99042984376393,2,-1
Female,50.35377024747051,63.32232777686175,45.956144914143145,1,0
Female,37.74965576096098,118.7944428278675,46.016120132179225,2,-1
Male,50.56034667613796,73.90472900591055,88.22930305219029,1,0
Female,21.69942859094895,77.68980126805235,35.72551149441023,2,0
Male,34.403241692811335,72.39934695711295,0.32257007580541863,0,0
Female,33.136962265953656,36.1475745224094,18.371038787112564,0,0
Female,49.36075151638492,20.96714218583734,59.52156642119338,1,0
Female,34.08671277007267,37.49610042485733,17.446641896087815,0,0
Female,51.20306425502802,72.97859567747567,97.68133003968623,1,0
Male,22.677513601766684,61.869792585310066,2.3330463495257483,0,0
Female,35.93873571160809,96.81190628924958,87.46564133324944,2,-1
Female,48.704677844122216,60.1716615551572,75.46822334209303,1,0
Male,22.483701571892535,43.032933855582456,95.99709610689584,2,-1
Male,53.69584863970416,38.17254777380392,80.94119606253281,1,0
Female,31.996225086947554,43.59928250120868,13.40480838558609,0,0
Female,39.511347857231954,73.02820578259958,78.72911319865716,2,0
Female,62.77511634163565,53.432372558975786,3.8583142513845265,0,-1
Female,22.211723965491622,45.17230037979176,5.748735971097206,0,0
Female,34.72279649387457,56.50261296941701,77.00536333705482,2,0
Female,28.13074354823131,71.61637275398697,82.31461242813795,2,0
Female,28.14706592316732,76.9943446645498,75.33568811819514,2,0
Female,26.00486469640409,49.466979904421095,100.17573015166062,2,-1
Female,34.16625186492276,54.902201762454325,50.89962341918465,0,0
Female,43.27316853064556,92.4305429444701,47.190253147894765,2,0
Female,30.163199494171064,26.534812825260726,59.732316036607074,0,0
Male,69.91609266973013,87.99197122212755,84.37409792748794,1,2
Female,33.63453163294766,73.26754415238018,46.17148348150713,2,0
Male,21.166614382345138,61.98058107689798,41.274153753953684,0,0
Female,50.232941405377126,101.1341321456298,44.810932852634046,2,3
Male,67.60558986484533,22.307112590282586,47.51814286538689,1,-1
Male,40.15424866012635,58.631340305023095,75.75307655070063,1,0
Female,38.666795141574156,102.98051759022894,78.55238287264872,2,-1
Female,60.536759609300375,102.3746190263645,16.56676475342988,2,-1
Male,26.191757756504142,51.586513883195096,45.97131625022882,0,0
Male,53.740542202733984,62.84176608392561,53.78129543692561,1,0
Male,53.380604950513586,69.62733633625125,40.260089058003814,1,0
Female,35.34007119154707,19.510933320698282,72.24903603697109,1,0
Female,32.34317946619157,46.07294007570515,47.93144114722517,0,0
Male,52.83875334499669,55.84128468238233,73.87181217240716,1,0
Female,38.865975661944034,40.49762963571128,13.128180709913103,0,0
Male,18.974014226644726,63.802370684123346,54.528596914715784,2,0
Female,57.74488808392977,71.18796492933822,39.942850838985485,1,0
Female,40.41065568379855,76.56903527829377,49.074032922155126,2,0
Female,31.11469269015201,57.18051893470249,89.2676473445765,2,0
Female,36.789885888772055,33.53343307115835,28.006359329853588,0,0
Male,31.63964755981813,42.5438857119562,27.046508566344585,0,0
Male,27.20219244609303,66.53589873434787,81.15571388997068,2,0
Female,34.41233274921451,58.70712249884663,55.60414893627639,2,0
Female,33.4488957645099,77.56900780078101,31.569107060207827,2,0
Female,37.44130249723959,85.64370610606797,55.74862470604369,2,0
Male,59.05047280459248,51.81447911127041,57.0869453687272,1,0
Female,49.98785809818875,21.419622198766277,38.75090538846032,0,0
Female,30.81065223779972,64.43972292347371,11.704908363463534,0,0
Female,23.320949520247616,136.48022209682495,55.08089028824673,2,-1
Male,65.40727671322541,73.77318564715867,91.6487646435549,1,2
Female,45.32738849051791,31.48075967164338,79.51264223075759,1,0
Female,64.83592381939428,33.457797845798936,76.36743576276088,1,-1
Female,67.66437914137089,76.59579347345269,82.90854977555124,1,2
Male,56.987581056052576,52.035480082033125,61.30539046722118,1,0
Female,18.780326969573,87.44506909421378,47.57108320531608,2,0
Female,52.46442258414427,55.205372677054385,51.383724997134244,1,0
Female,59.36997309968028,56.026108773535164,39.715802599005514,1,0
Male,21.805769484500743,59.558547149101386,52.42570552334186,2,0
Male,22.85662143935944,91.8770563180781,14.513110820442607,2,-1
Female,21.678886130820008,19.757224277565403,81.34256912232449,0,-1
Male,32.30872203066912,26.932373488345853,73.06386575105367,1,0
Male,19.1074876181999,64.86039315572084,4.228884332247787,0,0
Female,40.024303324264565,84.44902144711727,74.59369886581275,2,0
Female,17.63088143033343,65.90678299335714,29.061390679337336,0,0
Female,66.24570636181924,76.81990812540079,69.06434166749432,1,-1
Male,24.867063656644312,89.8575835541913,70.57566556808314,2,0
Male,29.43019135033038,99.91282775970932,26.469727846654898,2,0
Female,30.392279288174006,26.900476851754807,54.61615941562923,0,0
Male,53.806435216875414,74.46448860122337,4.274655399813361,0,-1
Female,30.87842182988254,45.423819585119944,48.26945496616501,0,0
Male,25.197705758906586,36.75164469350928,41.69184042071588,0,0
Female,52.17480013956425,57.44765894084984,82.30774026225068,1,0
Female,65.88258231679197,84.51779134731808,79.91325439036507,1,2
Female,65.11729079743435,99.8523027665337,57.59507970262327,1,-1
Female,63.302820696919696,38.4817249923715,45.44103238813554,1,0
Female,33.565511027736854,87.41735717746946,42.027031505048406,2,0
Female,43.7434763029328,27.484541793717135,56.795958473183155,1,0
Male,19.957590307678096,96.90459044449562,58.666168754030664,2,0
Female,42.932022886962415,52.47761160965546,70.25594963304984,1,0
Female,20.035675344774052,49.95172063185416,47.761815423762435,0,0
Female,27.892493783147057,127.8003312918097,19.93954186531142,2,-1
Female,20.40677663909815,13.983122993354721,59.727692862664654,0,-1
Female,31.763622371383867,110.22280010535027,39.54983614025062,2,-1
Female,18.225597630677754,40.059750239469906,42.655723648636936,0,0
Female,56.49570405904156,39.60488721705826,54.593242926112275,1,0
Male,31.195478856685853,112.79271860615263,89.19429424503453,2,-1
Female,37.93841501788252,62.11321267948691,72.98819761609855,2,0
Male,50.09190418639367,72.03852709332536,48.61457048530634,1,0
Male,37.63302750128561,18.493571717519636,50.07264437427189,0,0
Female,22.07821515183251,20.330181438505758,53.21751224189694,0,0
Female,18.036351234389002,63.5994523918437,23.340878713474808,0,0
Male,29.860500196321187,28.503250514151677,42.0291057938459,0,0
Female,64.63606631209822,46.83142855773614,70.81315416240948,1,4
Female,32.378250040317546,38.46852616452498,40.805286381074495,0,0
Male,35.337424352887,85.01277697600965,59.67927033404814,2,0
Male,35.146620190492115,58.66558214244364,12.495656874234063,0,0
Female,42.763145261788395,111.04372356361209,91.7157047161095,2,-1
Female,24.07163581563797,136.12479404961195,84.49939154894663,2,-1
Female,36.71550448563,49.51264782316158,40.24413001074093,0,0
Female,19.411536697825518,98.3211817355713,51.00911972903103,2,0
Male,49.854286063677286,66.39029799683321,52.147204471725495,1,0
Female,33.057875747006214,70.67555306923173,47.45167956006288,2,0
Female,44.854533366905976,85.55705248860626,22.226051356923243,2,-1
Female,49.127997020937904,95.33288201919457,67.71550901254264,2,-1
Female,24.750979824911717,90.47030427615609,58.08777160200957,2,0
Male,50.053902058601224,54.66022966198773,94.04109531584905,1,0
Male,42.742693284413676,60.87633474201887,50.08470702829227,1,0
Female,39.07264879406059,80.15993637291211,73.53394350216752,2,0
Male,53.691193737413414,102.5091422713878,53.46990402592618,2,3
Male,30.429010291795134,44.75342111071005,60.98607542225371,0,0
Female,43.96824374924568,46.102407629005604,48.53117521210264,1,0
Female,27.324973017218532,74.33925200569875,55.78334076902543,2,0
Female,36.67880133396557,17.240572869542845,56.67862275366909,0,0
Female,34.19664015164207,66.25529098368861,33.68536041421262,0,0
Male,33.261018032558454,63.66617690161511,52.70355054387488,2,0
Female,48.13196234772636,74.07894073808903,74.36983201247726,1,0
Male,31.515655657926217,56.84133931484391,39.258363045341724,0,0
Male,63.05659399102005,61.02799503358077,0.14857505430982276,0,-1
Female,27.466260838028973,17.96674975340402,21.782104159541618,0,0
Female,34.666069495621024,58.73880461979633,51.17336009341592,2,0
Male,48.77092071525598,54.37702851008968,74.39155173366059,1,0
Female,20.766508005951255,30.843176626601416,40.00143546819927,0,0
Male,24.11874160105315,112.02207002643274,45.920268806539525,2,-1
Female,29.609468369103823,22.870745694563393,65.78828328163968,0,0
Male,35.71025179532369,28.770119894452826,5.690190814618886,0,0
Female,42.56221094117615,57.87188148109823,93.58807026754964,1,0
Male,47.642324655537074,67.42717352839264,29.10912244557595,0,0
Female,51.03038682485165,103.88704051732122,45.77860164161462,2,3
Male,29.778222322825314,119.73897699487317,45.14835762612303,2,-1
Male,24.62571361279255,75.70288547593076,34.25736659024456,2,0
Female,46.77682227991808,54.40866266367156,44.6813039161356,1,0
Male,22.97485709004665,71.55176160490662,53.48355354464652,2,0
Male,26.495409796754654,64.48606936844928,4.373661833257458,0,0
Female,30.259262819076465,62.18808131412809,50.605728818328494,2,0
Male,48.51390707796022,60.88165493941454,88.32298005517904,1,0
Female,52.83363856872858,23.821560333080523,54.85594240576624,1,0
Male,21.61193920075588,139.1721498407131,50.293233919930806,2,-1
Female,32.16181774461676,62.16406417111762,52.72338674558241,2,0
Female,35.45208737753521,72.32001616457165,41.11180193844412,2,0
Male,48.816346356608854,19.09171823446513,16.884754366474994,0,-1
Female,40.808754885361246,71.743148734108,17.399898117458626,0,0
Male,36.68627238314902,19.632616994306122,10.903297652537923,0,0
Male,27.947380043054576,33.97704504283027,98.97441705213606,1,1
Male,21.941196781840663,30.941685265356654,51.90594963974105,0,0
Female,48.27372089783498,20.75136272287764,77.20672976159928,1,0
Male,48.20249617644311,42.10006558246435,73.25822281670045,1,0
Female,18.47195463614855,41.6301158236535,59.94273994058217,0,0
Female,31.024084361775085,49.467809171391956,100.69099759572204,1,-1
Female,48.78050307836112,40.229200140716664,82.26618800477156,1,0
Male,41.93881770829397,78.60352045744195,45.86483801828264,2,0
Male,43.194984651672385,66.63898737992884,69.62396568998196,1,0
Female,49.86048636580617,84.60648884163439,30.68700581773623,2,0
Male,31.914089790446525,28.34256532240786,69.87145412873659,1,0
Female,21.52721283343918,55.48336122811543,78.12780055230665,2,-1
Female,29.448436918664182,124.80148021565978,46.65712119707532,2,-1
Female,65.509473954471,69.99953235610657,47.59876624093843,1,0
Female,53.29115125669669,85.56720371267429,46.94188364937886,1,0
Female,39.45957387860729,19.278088323437085,50.1484393902627,0,0
Female,19.243569046251896,17.45175641327054,72.5725933037868,0,-1
Female,34.87858121077517,16.582434280704742,72.41217930686786,1,0
Male,20.549850030415637,44.14043595697021,54.97248180839486,0,0
Male,59.58130885096781,76.97500731881075,4.117512335264387,0,-1
Female,21.791034331036133,55.59430889752735,45.909430144903006,0,0
Male,21.69769448062928,62.71030297506423,10.641025167546974,0,0
Male,50.94861280016849,98.41379248694065,54.607803681823356,2,3
Female,31.631661188735762,75.95051945396408,68.21721733821097,2,0
Male,69.12239361389281,97.88339686194904,51.882278012728676,1,-1
Female,48.61998403512489,79.65604130972962,75.65281940815335,1,0
Male,32.446993101278395,77.11545522823262,40.92962458942265,2,0
Female,60.15160673484361,40.83566729973481,11.095619970355886,0,-1
Female,24.520261123633965,54.15135695450662,42.73542514252335,0,0
Female,32.918643440389275,104.92441898289309,97.56782111155275,2,-1
Male,26.50390337405039,126.91079258254095,62.54554347839732,2,-1
Male,40.878239099105635,65.63800378761397,24.9467958589832,0,0
Male,20.052218630305784,103.18517141898097,43.17457096904746,2,0
Male,31.35858572414161,76.57649045776331,68.61618819697699,2,0
Female,37.58495188435475,94.16088335402284,48.14377840160511,2,0
Male,27.139733286424892,24.88526413982477,54.277889494640384,0,0
Female,33.55986262137923,73.56457215592953,23.006973924318718,0,0
Male,50.50013693801667,73.83234650108817,47.02513294909757,1,0
Female,70.40776352639598,36.00644877877069,93.41426506301697,1,-1
Male,18.180487356756295,60.9424417930245,75.82071450035468,2,-1
Female,23.358187696739158,82.41081698193356,48.27162244074716,2,0
Female,56.74405504710077,75.43777957337353,4.415258252979826,0,-1
Female,32.03465642764874,65.43066690486494,43.6100094347578,2,0
Female,56.41481259525232,22.52570248079875,16.752731430658805,0,-1
Male,18.322348242314042,37.046703053256465,6.282972036625554,0,-1
Male,37.208580243704084,47.5585521865594,35.98274100681729,0,0
Female,48.34753386629351,34.44111732822654,79.00005226690412,1,0
Female,37.015379582843,65.21075449917306,51.86883352062628,2,0
Male,46.33355553801917,75.69632651088003,48.7240449567997,2,0
Female,31.25401719213316,60.93672885644039,75.19664344289446,2,0
Female,71.13844867661801,77.88905618900183,12.337340551238198,1,-1
Male,32.12432031668893,59.26038429149379,38.39983074235523,0,0
Female,63.23028798342965,63.669488239274706,76.08274373966685,1,4
Male,38.31162105329901,40.43122821399861,91.71444436268978,1,-1
Female,57.818758242400726,45.433373854177475,42.60213642044233,1,0
Female,22.44058300970672,73.9885464196737,14.85732688744948,0,0
Female,24.040715121957152,86.12866463963952,41.58379969641881,2,0
Male,21.13080652579502,41.595982993548674,28.22972081283759,0,-1
Female,20.265290712511977,76.8880412163815,83.13388591038711,2,0
Female,18.042950421697405,18.05769015469002,80.40737595682714,0,-1
Female,52.18932999520689,66.10646622082746,47.799712618584856,1,0
Male,46.36992141696679,57.76793091095363,49.30774161722024,1,0
Female,47.80519272847465,61.455861323284935,71.02039321119749,1,0
Female,40.59121009923847,86.12814729696287,76.1488014030875,2,0
Female,42.01332637484622,71.69114369111774,72.8913203998517,2,0
Male,30.433261185036084,64.67452271915519,86.20252103162176,2,0
Male,58.14714591076647,59.16296263542908,97.43748140300482,1,-1
Male,50.617843567275145,63.21368625263707,38.349680771309984,1,0
Male,39.73738505769382,76.54620291925099,26.7793513859066,0,0
Female,21.520683288531426,41.27044351533276,82.65865797201214,2,0
Male,49.932726683769445,54.62816908819948,16.053015966177,0,0
Female,38.04041780010987,29.670987569428107,9.718212683030936,0,0
Male,54.874491651613496,24.10172933881255,36.227408394940724,1,0
Female,47.171473876790955,25.3330913568025,51.492440627866614,1,0
Female,28.099741971877823,63.51379819178109,65.97583757656574,2,0
Female,43.538598413372476,19.371052058299483,26.514044487196617,0,0
Female,27.12923170406672,89.61023333122591,36.92411045666702,2,0
Male,67.57047075926342,20.90687779518952,51.24869962239987,1,-1
Male,18.904845844529213,89.07875002845795,23.71000284814746,2,-1
Female,27.608326030647536,136.74504397993758,0.12430248502608787,2,-1
Female,29.44965701138156,28.324424893646828,21.06258918607075,0,0
Female,38.30350114525483,53.56931078663334,42.84118729662704,0,0
Female,54.14529573608434,53.45187521307979,54.53440155138862,1,0
Male,30.876730006273515,72.45367174416587,20.09803784570235,0,0
Female,65.33872354533906,51.11524434225601,17.606550014046167,1,-1
Female,67.84903408182305,38.22725400165889,45.10501371080689,1,0
Male,51.956860626249366,19.169944195155697,53.087302526871156,1,0
Male,31.623452230754168,69.16134515133933,43.353312876018855,2,0
Female,20.689929917763294,21.295543269723147,39.38329642217626,0,0
Female,29.963183966887698,53.11807662198506,86.95193496319875,2,0
Male,19.605215489074663,73.145410328286,54.845116595428394,2,0
Male,31.610463008338435,88.02912202211716,43.212843595418335,2,0
Female,49.465464285681804,65.49658165381447,22.912882428934882,0,0
Female,48.96397454023303,43.2565275827022,15.557725112249136,0,0
Female,22.86946956085745,69.07454915521292,93.95396561876294,2,0
Female,34.75299872773101,64.39870951096849,56.71997292625175,2,0
Male,32.68955183694045,53.74497130037031,70.22497706060395,2,0
Male,37.7049620712617,61.236372737136456,56.753766029664334,2,0
Female,33.62934253882214,136.11508741312267,76.19891196025002,2,-1
Male,32.408135568452686,71.45793485009648,15.170843824178634,0,0
Female,33.20537764894844,29.49534625632468,25.131894861146108,0,0
Female,29.738251418110632,18.903647415441494,5.272889907091579,0,0
Male,19.46317250657374,46.148718384053396,47.590739016241685,0,0
Female,17.875362827243436,89.82494555355052,58.265945362064144,2,0
Male,59.89981740123541,39.719991367766944,84.25672061121365,1,0
Female,35.61264307906015,64.78332974986543,92.68047652979745,2,0
Female,38.859179375837634,19.857589373360124,89.87003618458554,1,-1
Female,21.791197132697043,42.401652949474936,73.4460182137649,2,0
Female,52.487503969324486,79.84918466783331,41.741996452303646,1,0
Female,39.04165025060494,65.586116632965,18.234549365081943,0,0
Female,33.30282729294728,62.93692712161885,53.76152465484648,2,0
Female,68.51778647734226,71.21923584275112,91.78546652048013,1,2
Male,66.44106315609086,96.72858386041833,2.5315686211207917,1,-1
Male,24.354655564458508,77.45936078211034,50.715638006249996,2,0
Female,21.53991661217326,54.49054311326771,53.50862966507421,2,0
Male,50.620481343050656,69.67022434059238,86.80641372484925,1,0
Female,18.100133530047906,101.71630545844556,89.71729142676196,2,-1
Male,25.444257705730685,60.12854649275277,13.999870591619498,0,0
Female,20.9586738150039,33.937916183733506,40.03805080868118,0,0
Male,19.101705450537068,77.71704068910604,68.22728168152591,2,0
Female,40.503081270865124,88.65717011904047,40.35226479149071,2,0
Female,24.906459762255153,71.384894369397,42.806628497680315,2,0
Female,66.97357508993889,61.43722527406895,46.94749334490329,1,0
Female,29.432302648777018,71.78875263451332,33.744153273633444,2,0
Male,47.59773759653799,16.13566820363057,72.33730481428806,1,0
Male,48.172504591164454,19.957695086713898,86.28946051923675,1,0
Male,35.685770211655736,57.59337424679798,75.32750094055339,2,0
Male,27.0657869005037,31.593316288357904,15.488354024061874,0,0
Female,52.29980588805918,101.85280630996398,60.1782480264522,2,3
Male,47.23948553855841,48.47004540564944,90.03809433284015,1,0
Male,39.84501616690851,45.11705572420629,72.47312205663367,1,0
Male,34.359107962916234,19.731201449415785,22.60991149491814,0,0
Male,58.91802674518237,66.82796628191649,86.33628176264784,1,-1
Female,58.65919797827248,28.048713943369748,31.361621778605667,1,0
Female,32.53761479060837,33.41794234237514,7.292644617331969,0,0
Female,68.1974383683593,48.577159453086686,45.59846109110189,1,0
Female,68.2667199075496,81.52114145162278,51.563440399802964,1,0
Female,48.740258199241644,87.09116326356299,59.28496296720483,2,0
Male,47.1727887984521,64.36436570925765,32.43105505752843,0,0
Male,30.710044256253116,62.76121046701457,20.338581584765382,0,0
Female,39.64602867093161,63.75961464570426,12.501517821359919,0,0
Female,48.85421622707585,18.28865820527509,87.4495586206241,1,0
Male,22.415938978256122,17.323052614977644,31.1730445728978,0,-1
Female,35.11865410949759,37.50883757369389,3.8333556952368815,0,0
